Machine_ID,Temperature,Speed,Torque,Yarn_Type,Defect
M108,339,1362,37,Silk,1
M107,309,1366,53,Silk,0
M108,317,1464,55,Polyester,0
M114,323,1503,64,Cotton,0
M119,331,1199,55,Polyester,0
M106,317,1620,57,Polyester,1
M101,332,1611,48,Polyester,0
M115,301,1170,70,Polyester,1
M101,307,1580,47,Blend,0
M117,323,1577,45,Blend,0
M101,306,1450,64,Cotton,0
M115,308,1294,38,Polyester,0
M102,315,1572,35,Blend,0
M114,328,1421,51,Cotton,0
M108,301,1516,50,Polyester,0
M108,322,1716,48,Silk,0
M119,330,1480,58,Blend,0
M107,318,1340,43,Cotton,0
M119,316,1410,51,Silk,0
M106,324,1355,47,Polyester,0
M106,318,1502,43,Polyester,0
M103,334,1353,50,Polyester,0
M107,309,1393,57,Blend,0
M119,319,1296,67,Cotton,1
M108,322,1434,55,Silk,0
M110,316,1471,30,Cotton,0
M115,291,1128,50,Blend,0
M115,318,1481,50,Cotton,0
M101,329,1445,57,Blend,0
M107,328,1358,51,Polyester,0
M104,324,1693,60,Silk,1
M106,309,1565,53,Polyester,0
M101,324,1318,62,Cotton,0
M105,314,1551,46,Polyester,0
M101,324,1599,51,Silk,0
M104,321,1466,57,Polyester,0
M102,310,1493,45,Silk,0
M110,311,1491,44,Silk,0
M105,324,1200,45,Polyester,0
M110,318,1428,44,Blend,0
M101,312,1421,54,Cotton,0
M106,311,1622,35,Blend,0
M113,317,1490,38,Blend,0
M115,336,1414,65,Polyester,1
M104,315,1439,44,Cotton,0
M113,320,1573,52,Cotton,0
M115,321,1428,38,Blend,0
M108,309,1366,51,Polyester,0
M105,302,1417,44,Cotton,0
M115,310,1563,37,Blend,0
M104,322,1510,61,Cotton,0
M112,321,1455,59,Polyester,0
M113,327,1473,49,Polyester,0
M102,321,1383,58,Polyester,0
M119,319,1427,65,Cotton,0
M119,314,1370,56,Silk,0
M104,329,1415,54,Cotton,0
M104,311,1612,52,Silk,0
M111,309,1321,55,Polyester,0
M105,326,1367,47,Blend,0
M111,307,1299,48,Silk,0
M110,344,1273,54,Polyester,0
M108,321,1428,46,Polyester,0
M106,323,1376,47,Silk,0
M106,312,1661,50,Blend,0
M108,317,1416,59,Polyester,0
M115,316,1605,41,Silk,0
M114,315,1566,56,Blend,0
M111,326,1425,56,Blend,0
M112,316,1703,56,Polyester,0
M113,330,1482,44,Cotton,0
M108,347,1632,36,Cotton,1
M118,317,1618,54,Polyester,0
M101,322,1500,52,Blend,0
M115,324,1540,58,Polyester,0
M108,338,1525,44,Silk,0
M111,319,1313,56,Cotton,0
M112,312,1457,58,Silk,0
M112,307,1579,49,Polyester,0
M104,319,1633,53,Polyester,0
M116,316,1364,53,Blend,0
M104,340,1513,43,Blend,0
M105,338,1468,54,Blend,1
M105,310,1436,63,Silk,0
M108,313,1493,50,Blend,0
M110,321,1476,38,Polyester,0
M117,334,1515,45,Blend,0
M109,321,1623,36,Cotton,0
M119,314,1544,60,Blend,0
M114,319,1487,56,Silk,0
M108,314,1674,46,Cotton,0
M109,326,1583,39,Cotton,0
M111,313,1439,43,Cotton,0
M101,315,1304,45,Silk,0
M114,332,1331,51,Polyester,0
M105,312,1562,51,Blend,0
M114,306,1374,61,Cotton,1
M104,321,1329,44,Cotton,0
M101,316,1359,38,Cotton,0
M119,325,1368,41,Polyester,0
M108,323,1552,50,Polyester,0
M115,320,1431,44,Silk,0
M115,319,1285,48,Polyester,0
M109,313,1454,46,Blend,0
M109,321,1477,58,Silk,0
M110,329,1392,45,Silk,0
M109,310,1589,47,Blend,0
M103,320,1399,56,Blend,0
M111,330,1583,45,Blend,0
M106,325,1522,53,Silk,0
M102,333,1561,53,Silk,0
M107,314,1318,51,Silk,0
M118,302,1462,41,Blend,0
M102,322,1444,60,Blend,0
M117,324,1279,68,Cotton,0
M111,334,1583,50,Polyester,0
M112,332,1352,42,Cotton,0
M119,325,1377,50,Blend,0
M107,328,1328,58,Silk,0
M106,318,1534,45,Blend,0
M101,308,1267,49,Polyester,0
M117,321,1524,53,Cotton,0
M111,330,1575,60,Cotton,0
M118,327,1514,56,Silk,0
M117,328,1536,57,Cotton,0
M107,316,1541,47,Cotton,0
M117,317,1336,53,Blend,0
M109,325,1622,44,Cotton,0
M117,315,1395,57,Cotton,0
M108,315,1442,59,Cotton,0
M117,323,1410,54,Silk,0
M107,328,1509,47,Silk,0
M101,318,1385,48,Blend,0
M113,308,1458,64,Cotton,0
M119,313,1302,47,Silk,0
M119,322,1590,58,Silk,0
M117,322,1530,53,Blend,0
M113,322,1415,47,Polyester,0
M116,325,1394,39,Cotton,0
M108,320,1527,52,Silk,0
M119,323,1365,51,Blend,0
M118,320,1465,64,Blend,0
M101,331,1589,43,Blend,0
M114,334,1353,68,Silk,0
M119,308,1494,53,Cotton,0
M115,317,1488,53,Polyester,0
M118,320,1438,45,Cotton,0
M102,317,1390,53,Blend,0
M117,338,1596,54,Blend,0
M118,322,1378,57,Polyester,0
M106,312,1233,42,Cotton,0
M119,326,1527,61,Blend,0
M104,323,1306,53,Blend,0
M101,323,1533,55,Cotton,0
M108,338,1610,48,Blend,1
M107,324,1526,43,Cotton,0
M103,317,1579,51,Blend,0
M110,300,1692,51,Cotton,0
